,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
Fwd PSH Flags,-0.08164373440282252,0.06292077303557264,-0.004289883460243884,0.00828683603998161,-0.0049297386117029,0.00850808103794639,-0.12536959474029463,-0.0201830323497431,-0.09445655982327038,-0.11132341783970308,-0.15013778083457985,-0.04431484345236188,-0.12143307564508206,-0.14722466190762581,0.09788797713797573,0.07721998933492001,0.00761856834209391,0.23426441987634508,0.09022668202395268,-0.04052554738683459,0.06425889785114931,0.0750704146078914,0.11164233371648599,0.09295783039893508,0.05555214896640845,0.07936376158835375,0.2351617650359666,0.009251616207352003,0.13872112570836476,0.26464049320274785,1.0,0.17043065231573143,-0.004062946986367853,0.006931651132122871,0.06328257200775146,0.07632462812145606,-0.04302246747318117,-0.16170100612579422,-0.09822230931477578,-0.14811801076407663,-0.11230146115354159,-0.008907709809209083,1.0,-0.11792376135486238,-0.19058247468002523,0.28929007954991093,0.04378849791803783,0.17043065231573143,-0.11792376135486238,-0.08111930366370183,-0.10005147818585378,-0.09445655982327038,-0.12143307564508206,-0.004289883460243884,-0.0049297386117029,0.00828683603998161,0.008508081037946388,-0.10280673107292777,-0.06926428826631362,-0.004452931601036289,0.027344954039470695,-0.0006744335618973579,-0.0045755687116683305,-0.0013195934629722584,0.0012327432783019359,0.1028916613383171,0.027788939927318054,0.10231586175951014,0.10008935446645009
Fwd URG Flags,-0.013914594911765495,-0.012920059493272063,-0.0008159875605320923,-0.0015607382836947562,-0.0009792630875617183,-0.0006936064865200552,-0.028973374479067893,-0.009134503073240798,-0.03272535811923176,-0.0271270249026991,-0.02862346519632907,-0.013006486525644156,-0.025059723008242944,-0.027445395016224342,-0.002352391009359339,-0.000995402921751525,-0.008014010729381266,-0.008067003417728412,-0.011782222377334861,-0.006689785861284679,-0.012491427632290797,-0.008467870692453479,-0.009353286253716838,-0.011315264316514351,-0.006951604878118207,-0.009598647676975554,-0.005643696250382378,-0.008308338729914308,-0.00823992624986231,-0.0029643142650021253,0.17043065231573143,1.0,-0.0008784252400242289,-0.00181379576750669,-0.0012402016422575087,0.0006181113076885521,-0.009326618054816084,-0.033637211494377005,-0.0295587230697521,-0.032786886102768545,-0.021968899976287374,-0.0015181467934227521,0.17043065231573143,-0.020097823571233686,0.006325687164225717,-0.019312929321336155,0.21402448479511857,1.0,-0.020097823571233686,-0.021689182976444323,-0.03195356769958719,-0.03272535811923176,-0.025059723008242944,-0.0008159875605320923,-0.0009792630875617183,-0.0015607382836947562,-0.0006936064865200552,0.015343524308324476,-0.013341575022930026,-0.000793136500413766,0.07663052499279271,-0.0027567260033532796,-0.0019202147650116863,-0.002978784345451724,-0.0023819195868635093,-0.010230394546333009,-0.0038153491986338112,-0.010454111039081483,-0.009867746095585148
Fwd Header Length,0.04815098065057023,0.08712139179743691,0.9990939547166838,0.06010385897962302,0.9967992100440697,0.0602838858290061,-0.01571994088118219,0.017337858640039908,-0.011989311654940124,-0.018934019702456326,-0.015642491933502947,-0.012471049573146438,-0.008875140884129279,-0.018111257262807743,-0.001500396133780185,-0.0018798881852008012,-0.007885079059806722,-0.005606622263916023,-0.006805532779784409,-0.00690508165061368,0.08699824329942155,-0.00808727473555554,-0.005633847654892176,-0.007585995417262345,-0.0071216130570589675,-0.0012636592380136698,-0.0036789907425354208,-0.004667192001805888,-0.002123479827219275,-0.0021765743775196537,-0.004062946986367853,-0.0008784252400242289,1.0,0.059978469017758676,-0.0014719335818044316,-0.0021172018711559364,0.018142655979958986,-0.018244148062477986,-0.00433301035683765,-0.018941474201008654,-0.009203384991687328,-0.0013995202756061076,-0.004062946986367853,-0.015325651446320978,-0.021890168268973626,-0.016395130770270536,-0.004190118666925595,-0.0008784252400242289,-0.015325651446320978,-0.016376089019200294,-0.007304195467631664,-0.011989311654940124,-0.008875140884129279,0.9990939547166838,0.9967992100440697,0.06010385897962303,0.06028388582900611,-0.015137825335799627,-0.009728719974174826,0.997891638362771,-0.033720354966822644,0.00101944559074476,0.0019694342510049078,0.0014696012144774621,0.00021237960920308027,-0.006469428027759542,0.0024696507779582433,-0.0061318184465455824,-0.006746956413238962
Bwd Header Length,-0.023846052363488506,0.06052727540937717,0.020513844526611924,0.9997020475788085,0.0012906995146363752,0.9969912521152554,0.03517312252639127,-0.015773960359091233,0.00458667605066337,0.008544185524938004,0.07264898289346149,-0.020082269400561202,0.1499749568449974,0.027596998734822537,-0.001318721842916975,-0.003999215830077623,-0.01335684407969029,0.0044229418555206635,0.02793026066670581,-0.01347176117394986,0.049719152813665055,-0.011792306385262963,0.013696400658350026,0.011106162136690854,-0.013447808179083587,0.07849855997366022,0.000594945662446323,0.012415358858116529,0.05406273280537088,-0.003006062255456397,0.006931651132122871,-0.00181379576750669,0.059978469017758676,1.0,-0.003461089182049547,-0.003259567664049384,-0.016191389169546877,0.06635696690630123,0.1713311567255073,0.07463096593149345,0.09709507222923355,-0.0020973993710710014,0.006931651132122872,-0.0012928663066221044,0.038037652119210334,-0.01896242420036847,-0.005841963339278917,-0.00181379576750669,-0.0012928663066221044,0.08487200160948026,0.1605200718492038,0.004586676050663369,0.1499749568449974,0.020513844526611924,0.0012906995146363752,0.9997020475788088,0.9969912521152554,0.0029567565088574064,-0.0022592400770117854,-0.0010108668370418148,0.02108317655477474,0.0432559319591397,0.048552665535699396,0.05258385374526034,0.02769355475636058,0.022043744548026847,0.06869453589625911,0.027535824229408357,0.015011874662311357
Fwd Packets/s,-0.02207953197474865,-0.02669604608134554,-0.001256233414541209,-0.0029514583378602408,-0.0015480059777976001,-0.0013788687197785966,-0.04766599366395883,-0.009822122804978569,-0.048738815290666225,-0.04253743266481338,-0.05420641580614152,-0.020769602989615648,-0.04585150312542679,-0.051164213603099466,0.47970560065604495,0.9706037093901944,-0.017561291322843457,-0.016529602519080838,-0.02489821130217887,-0.01484208208314467,-0.02583165285260016,-0.018434540282594624,-0.018884514426546765,-0.02395982106514889,-0.015374022207307173,-0.019380208320591716,-0.01139518139349288,-0.016775018852072894,-0.016636423443490957,-0.005985311422212029,0.06328257200775146,-0.0012402016422575087,-0.0014719335818044316,-0.003461089182049547,1.0,0.18723206888700877,-0.01414553644237281,-0.059379564669657194,-0.048003139194528484,-0.05591653047989854,-0.04003705066315525,0.017551822682077094,0.06328257200775145,-0.034392343700018625,-0.05922954682715655,0.08655069994693472,0.04046410077891706,-0.0012402016422575087,-0.034392343700018625,-0.023101633107887355,-0.04994603664552006,-0.04873881529066625,-0.04585150312542678,-0.001256233414541209,-0.0015480059777976001,-0.0029514583378602408,-0.0013788687197785966,-0.021837950804975574,-0.02024259673998978,-0.0012085845553826558,-0.00586050264309122,-0.005565890886301173,-0.003876742319233617,-0.006014194401206818,-0.004809266337742693,-0.020658328742517294,-0.007703590256062701,-0.0211100139700288,-0.019926107131390244
Bwd Packets/s,-0.008810640487548144,-0.030038604954384443,-0.0018583692528754883,-0.002696903789112731,-0.002156947667231022,-0.0014063579024456959,-0.04751304891916108,0.016409113176283446,-0.0406440388623865,-0.0436869711769959,-0.05212277804570595,-0.008926108669538241,-0.04140485505402053,-0.04838455381551759,0.4257300828328997,0.41815510345803597,-0.019739211657753688,-0.018575186849525388,-0.027980146414969025,-0.016683482247865478,-0.02906904539066397,-0.0207207456053263,-0.021221174502376355,-0.026928018831545317,-0.017281532063097304,-0.02177386737421072,-0.012805678274426814,-0.018848277548834596,-0.018689747266474835,-0.006727141877667441,0.07632462812145606,0.0006181113076885521,-0.0021172018711559364,-0.003259567664049384,0.18723206888700877,1.0,-0.005619838810216861,-0.05792234574816938,-0.04445150963266462,-0.05375496883598565,-0.04014469108839962,0.009944713804672817,0.07632462812145605,-0.031085168218721888,-0.0493764528534005,0.06585229236373902,0.17549701209384655,0.000618111307688552,-0.031085168218721888,0.048421278083668896,-0.04469405753423308,-0.04064403886238652,-0.041404855054020535,-0.0018583692528754878,-0.002156947667231022,-0.002696903789112731,-0.001406357902445696,-0.017018697463296765,-0.013372164076089847,-0.0017943688226797884,-0.014272858803448073,-0.00625250890344695,-0.004353941829813112,-0.0067558392776607525,-0.005403095335407724,-0.02321811917495685,-0.008653621635395944,-0.023725419210140077,-0.022395621185935917
Packet Length Min,0.6193113590133991,-0.015600660300566675,0.019534447187082634,-0.012459451026580005,0.01931870342733637,-0.006322921147225238,-0.1796483693619697,0.963695658474156,0.13302243670970113,-0.2544114659401481,-0.21075810250875518,0.49915328211097787,-0.06526016222226494,-0.25748990974313707,0.00378898559255396,-0.014457736780224224,-0.026490015490205628,0.031302826738825305,-0.0257986508116304,-0.04831896559192305,-0.011578133587094393,-0.03306174981096911,0.04197608976598296,-0.02126261697338362,-0.050349365920174444,-0.08617548369700283,-0.0476411288154727,-0.07654314511493213,-0.0735402399676912,-0.022352182835101254,-0.04302246747318117,-0.009326618054816084,0.018142655979958986,-0.016191389169546877,-0.01414553644237281,-0.005619838810216861,1.0,-0.22118463603779637,0.07428224288465136,-0.24907542033549124,-0.19952262782825395,-0.014256086982072596,-0.043022467473181156,-0.18872767918304514,-0.31628660764060185,-0.17661658856200182,-0.030955218830762958,-0.009326618054816084,-0.18872767918304514,0.1467904506736423,0.1428217281882497,0.13302243670970113,-0.06526016222226494,0.019534447187082637,0.01931870342733637,-0.01245945102658,-0.0063229211472252385,-0.19720081848672913,-0.12528345067387767,0.019849612365401205,-0.4516342222317187,0.045312656694816315,-0.015595448346641384,0.02630534254047305,0.061501165996635944,-0.04172039651749853,0.19454645369449786,-0.0050095423372547975,-0.0668607399875778
Packet Length Max,-0.3692625107945296,0.12212436227211595,-0.02234098335246145,0.0584694882820877,-0.01673749605325446,0.037978128542388426,0.7576011575305689,-0.21282957644037798,0.6068660066570268,0.6730350755718889,0.9205725273684441,-0.33244517856367,0.7091873520138865,0.9173557047054958,-0.011540065458630754,-0.06910190839254775,-0.23991192680288165,0.0986046949560688,-0.04310363958244756,-0.24770310606179063,0.11694036010605295,-0.21682130248485387,0.24957022951064264,-0.047906762422880354,-0.250384683769492,0.29136549328660416,-0.001556946539720219,0.22739239351369012,0.19718976137891497,-0.0782040725778032,-0.16170100612579422,-0.033637211494377005,-0.018244148062477986,0.06635696690630123,-0.059379564669657194,-0.05792234574816938,-0.22118463603779637,1.0,0.7520206200228008,0.9555864853004348,0.8211418716363647,-0.03436114159477766,-0.16170100612579424,0.44297529316295814,0.673561345987645,-0.38124711885122414,-0.0842076060232728,-0.033637211494377005,0.44297529316295814,0.003486318505347217,0.7340438098437931,0.6068660066570268,0.7091873520138864,-0.022340983352461444,-0.01673749605325446,0.0584694882820877,0.037978128542388426,0.31978690650887265,0.41122656940516905,-0.023404422684081362,0.3039564376226868,-0.02072144969896167,-0.005620981018521685,-0.008163730455357383,-0.01928359231453309,-0.03776451585784398,0.008261230473272969,-0.03915254329802124,-0.04012194693214349
Packet Length Mean,-0.1094089281989598,0.18179006493281083,-0.011345962609767174,0.16909541908448464,-0.003200017572314929,0.1560900838674021,0.5152502872773475,0.08291008109441989,0.5544250268182892,0.454721157859308,0.6949271962775327,-0.093861927479986,0.908528815856099,0.6890534752648296,0.005188889745647309,-0.05528122666542095,-0.19946063102324085,0.12419064528367099,0.03471428640843138,-0.21300629556762204,0.17481208443952326,-0.17924311733988596,0.27932457135722005,0.026958833809349544,-0.21275336462227365,0.30758533739967786,0.014766230119713472,0.2125627197326859,0.24291852043666365,-0.03816524637931526,-0.09822230931477578,-0.0295587230697521,-0.00433301035683765,0.1713311567255073,-0.048003139194528484,-0.04445150963266462,0.07428224288465136,0.7520206200228008,1.0,0.8339597330461027,0.8881442719327205,-0.03256393058924369,-0.09822230931477578,0.28648056052424337,0.4345011578568488,-0.34770639477283144,-0.08428006684659405,-0.0295587230697521,0.28648056052424337,0.14360468808459625,0.9939848256355774,0.5544250268182892,0.908528815856099,-0.011345962609767177,-0.0032000175723149297,0.16909541908448464,0.1560900838674021,0.17247593139721207,0.21064376832638124,-0.01442396257636179,0.06121152180896748,0.027414090195403574,0.019496479695784368,0.04022093424446853,0.02637296587380722,0.01591389385973216,0.13204847912837472,0.03326298350173233,-0.00047023230002074767
Packet Length Std,-0.3546184835276735,0.11635570397359009,-0.02304531375890216,0.06994499742543567,-0.017545834872612937,0.05515322372075461,0.6978216141474666,-0.2378985856410396,0.5907551067905313,0.6791418795526922,0.8541728886253636,-0.3024227122085104,0.8071503187519987,0.9116777074828974,-0.0012403954260490546,-0.06487846597320412,-0.23539651698459194,0.10275895988999671,-0.03033522199242085,-0.2425298440377671,0.10921207935038385,-0.21199641186469942,0.24607671192147498,-0.03820664285335596,-0.2417636012286119,0.2815875603992698,0.0011363693052150023,0.22383279916080423,0.20549542759260092,-0.06825426692039627,-0.14811801076407663,-0.032786886102768545,-0.018941474201008654,0.07463096593149345,-0.05591653047989854,-0.05375496883598565,-0.24907542033549124,0.9555864853004348,0.8339597330461027,1.0,0.9225997717897664,-0.03226782107957377,-0.14811801076407663,0.4679406713764515,0.6327892386448599,-0.34983418092951524,-0.08103937805798597,-0.03278688610276855,0.4679406713764515,0.036350498444143585,0.8207971639473643,0.5907551067905313,0.8071503187519987,-0.02304531375890216,-0.017545834872612947,0.06994499742543568,0.05515322372075461,0.343304904532769,0.321634549452381,-0.024474973282872046,0.26365296014152256,-0.01901550964303998,-0.0009057553767385254,-0.004484834501443375,-0.019430954634327667,-0.030595451691622786,0.01336905904231723,-0.03148500811030326,-0.03326607106639215
Packet Length Variance,-0.29543250697297146,0.2021033366634576,-0.014074995927448002,0.09494343589892863,-0.008046369483447629,0.08441219372227683,0.5074793351922573,-0.18943500588722537,0.4214707789984066,0.48730959880123115,0.7658315592471919,-0.26844927484813846,0.907807399099434,0.8197496241774915,-0.006454849557120731,-0.046859514680399,-0.15452390800748667,0.12205518843500661,0.06143836570621781,-0.1625698868006347,0.1933762957996861,-0.13371278172443918,0.27078755660863224,0.0510266131983342,-0.1644005887746014,0.32591733342112594,0.000818504897898313,0.22375716504139198,0.24087038923865506,-0.05715093468723951,-0.11230146115354159,-0.021968899976287374,-0.009203384991687328,0.09709507222923355,-0.04003705066315525,-0.04014469108839962,-0.19952262782825395,0.8211418716363647,0.8881442719327205,0.9225997717897664,1.0,-0.022167352303546897,-0.11230146115354159,0.35734320291692573,0.4807624066045289,-0.24700404005497553,-0.05898022554474748,-0.021968899976287374,0.35734320291692573,0.04294548957029891,0.8675701759887401,0.42147077899840657,0.907807399099434,-0.014074995927448002,-0.008046369483447629,0.09494343589892863,0.08441219372227683,0.22637671277795407,0.2100684944033837,-0.01617644196044349,0.17434775411386338,-0.0034325912142445674,0.012619856268638676,0.01380789914661355,-0.007185755857327984,0.05414883058421925,0.027449848298156963,0.051443548440053305,0.050653437083124205
FIN Flag Count,-0.021268982413190952,-0.018275300779678687,-0.0012460993388021056,-0.001886494003946395,-0.0014618162071706898,-0.0010209397152067389,-0.03491260028001935,-0.013962431996760727,-0.038555660800222845,-0.03015190196922761,-0.026435815911336678,-0.018926426601529173,-0.02529804021450197,-0.02142338501676709,-0.003454970537642822,0.018667292336077716,-0.011623770739028611,-0.009556131104292428,-0.015685765624462365,-0.010003880730415627,-0.017846943141110364,-0.012175894946243552,-0.00895174222332054,-0.01522538513454807,-0.01071855018599265,-0.014441915225412983,-0.008339877227921769,-0.012320679971071759,-0.012289940268652008,-0.004414084823007671,-0.008907709809209083,-0.0015181467934227521,-0.0013995202756061076,-0.0020973993710710014,0.017551822682077094,0.009944713804672817,-0.014256086982072596,-0.03436114159477766,-0.03256393058924369,-0.03226782107957377,-0.022167352303546897,1.0,-0.008907709809209083,-0.030720280309313838,-0.05148377432955898,0.0224840403377292,-0.0070933323113755884,-0.001518146793422752,-0.030720280309313838,0.03186641699075523,-0.03522323665205175,-0.038555660800222845,-0.02529804021450197,-0.0012460993388021056,-0.0014618162071706898,-0.0018864940039463951,-0.0010209397152067389,-0.03194511621182153,-0.013859650475972077,-0.0012089076292786435,-0.0023419152634045312,-0.003071817755072667,-0.0029351205928424386,-0.003704358281760185,-0.002275157388941434,-0.015470673776286128,-0.005831904954509992,-0.015818112005759145,-0.014914582612402074
SYN Flag Count,-0.08164373440282252,0.06292077303557264,-0.004289883460243884,0.00828683603998161,-0.0049297386117029,0.00850808103794639,-0.12536959474029463,-0.0201830323497431,-0.09445655982327038,-0.11132341783970308,-0.15013778083457985,-0.04431484345236188,-0.12143307564508206,-0.14722466190762581,0.09788797713797573,0.07721998933492001,0.00761856834209391,0.23426441987634508,0.09022668202395268,-0.04052554738683459,0.06425889785114931,0.0750704146078914,0.11164233371648599,0.09295783039893508,0.05555214896640845,0.07936376158835375,0.2351617650359666,0.009251616207352003,0.13872112570836476,0.26464049320274785,1.0,0.17043065231573143,-0.004062946986367853,0.006931651132122872,0.06328257200775145,0.07632462812145605,-0.043022467473181156,-0.16170100612579424,-0.09822230931477578,-0.14811801076407663,-0.11230146115354159,-0.008907709809209083,1.0,-0.11792376135486238,-0.19058247468002523,0.28929007954991093,0.04378849791803783,0.17043065231573143,-0.11792376135486238,-0.08111930366370183,-0.10005147818585378,-0.09445655982327038,-0.12143307564508206,-0.004289883460243884,-0.0049297386117029,0.00828683603998161,0.008508081037946388,-0.10280673107292777,-0.06926428826631362,-0.004452931601036289,0.027344954039470695,-0.0006744335618973579,-0.0045755687116683305,-0.0013195934629722584,0.0012327432783019359,0.1028916613383171,0.027788939927318054,0.10231586175951014,0.10008935446645009
RST Flag Count,-0.28156714352783396,-0.05346431218214665,-0.015277011682675435,0.0008104800160952928,-0.012872029980364031,-0.0019772891897337458,0.339048447598803,-0.18484015914138588,0.331198477944619,0.40411671403404276,0.3497637812225618,-0.26319122342989376,0.2634781343024798,0.43048428882185447,0.01588720098091771,-0.03941996149481869,-0.15830863379570645,-0.044473638680390795,-0.12457276905426783,-0.1481693578730356,-0.053196918207477864,-0.1559843962418043,-0.012049142755132058,-0.12601790062081167,-0.15323506262788028,0.05036416968471356,-0.04775533486714704,0.01866415308180003,0.013084617418281756,-0.05591118701484165,-0.11792376135486238,-0.020097823571233686,-0.015325651446320978,-0.0012928663066221044,-0.034392343700018625,-0.031085168218721888,-0.18872767918304514,0.44297529316295814,0.28648056052424337,0.4679406713764515,0.35734320291692573,-0.030720280309313838,-0.11792376135486238,1.0,0.5966982939647465,-0.39080450251309407,-0.09390431936080869,-0.020097823571233686,1.0,0.06407315764170113,0.2830433517393153,0.331198477944619,0.2634781343024798,-0.015277011682675435,-0.012872029980364033,0.0008104800160952933,-0.0019772891897337453,0.42807433480215856,0.34991228227389903,-0.01531633960083109,-0.02442906455923078,-0.033068317874960056,-0.022707100929942783,-0.032322410865823596,-0.027730967930423574,-0.09298406480141821,-0.03533558404068338,-0.0973173254547811,-0.0897184242074925
PSH Flag Count,-0.4718752280268225,0.01325346684292516,-0.024681884252402326,0.030696954466397648,-0.02190461626293406,0.01341355821748633,0.4637857539165519,-0.30977155626375213,0.3659199990076653,0.42565843745860726,0.6684783078086564,-0.441079228970352,0.4205937060437924,0.6844759058641787,-0.007850129473353338,-0.06686930024979833,-0.24931705951172856,0.014521752305871414,-0.12627354035036606,-0.24758937326152278,0.0024592232119180013,-0.24258835522173716,0.09239663254100158,-0.13903158382546152,-0.2556604849279183,0.19264435293623644,0.03991608144687297,0.1883464434003113,0.14291018326436555,-0.0333948436114778,-0.19058247468002523,0.006325687164225717,-0.021890168268973626,0.038037652119210334,-0.05922954682715655,-0.0493764528534005,-0.31628660764060185,0.673561345987645,0.4345011578568488,0.6327892386448599,0.4807624066045289,-0.05148377432955898,-0.19058247468002523,0.5966982939647465,1.0,-0.6545480820142875,-0.14863365651655502,0.006325687164225717,0.5966982939647465,0.078822157052013,0.4040167507224068,0.3659199990076653,0.42059370604379237,-0.02468188425240233,-0.02190461626293407,0.030696954466397645,0.013413558217486332,0.4458503336227647,0.37649589244779563,-0.025170944367220824,0.2705028211338936,-0.0009243275451187257,-0.007770408671048087,0.0005941224293773192,0.0044215405662765385,-0.1137639306456524,0.044463111418391155,-0.10386467574327335,-0.12023758460752024
ACK Flag Count,-0.2705709064909353,0.06101356685800816,-0.015434093858932461,-0.016440779394998814,-0.01714049557168387,-0.005732516765036642,-0.17631176732876327,-0.16268137468886115,-0.22641865375869444,-0.1035225395100379,-0.44058822033746065,-0.23830623396545927,-0.37610833929449583,-0.3903133915126757,0.01159662212082177,0.0961708056263779,0.3184475486534486,0.06249500306781692,0.2330086420092227,0.3063343195923001,0.06713320056274154,0.3190038754534884,-0.0058559883544727605,0.2407857320934509,0.3196017790440617,-0.09213485284878614,0.01996120593916661,-0.09858176697327063,-0.05498145450897837,0.06418849443215141,0.28929007954991093,-0.019312929321336155,-0.016395130770270536,-0.01896242420036847,0.08655069994693472,0.06585229236373902,-0.17661658856200182,-0.38124711885122414,-0.34770639477283144,-0.34983418092951524,-0.24700404005497553,0.0224840403377292,0.28929007954991093,-0.39080450251309407,-0.6545480820142875,1.0,0.22483168019581296,-0.019312929321336155,-0.39080450251309407,-0.335553792705271,-0.3748309865556218,-0.2264186537586944,-0.3761083392944958,-0.015434093858932461,-0.01714049557168387,-0.016440779394998817,-0.005732516765036642,-0.21154315613643873,-0.23747811675124555,-0.015257027718131852,0.3844005550276418,-0.037148816681297894,-0.029601848279066426,-0.040252825418320495,-0.030184169789430195,0.19300807078632579,-0.04362655491926359,0.17976655217490706,0.20005413883435855
URG Flag Count,-0.06501403297424367,-0.029706119742932278,-0.0037977236756403026,-0.005519478414050102,-0.004333232957443189,-0.003105871144655968,-0.07326200906304854,-0.023662978388628682,-0.07772011612224607,-0.05802683802557926,-0.07470756415218024,-0.06071989796477405,-0.08006410655460726,-0.06380399657329969,-0.009146229642936906,0.08041793333277472,-0.028421520924338726,0.016768512117252207,-0.01021611867717948,-0.03030928342052564,-0.0280371930446851,-0.025625523808308896,0.048643564314916204,-0.0084146350335948,-0.03188050876469209,-0.019201106375656755,0.0020693748462738966,0.04935597519442366,0.01714129662911517,-0.012919470260662588,0.04378849791803783,0.21402448479511857,-0.004190118666925595,-0.005841963339278917,0.04046410077891706,0.17549701209384655,-0.030955218830762958,-0.0842076060232728,-0.08428006684659405,-0.08103937805798597,-0.05898022554474748,-0.0070933323113755884,0.04378849791803783,-0.09390431936080869,-0.14863365651655502,0.22483168019581296,1.0,0.21402448479511857,-0.09390431936080869,0.05803865367927139,-0.09024146723618,-0.0777201161222461,-0.08006410655460725,-0.0037977236756403018,-0.004333232957443189,-0.005519478414050102,-0.003105871144655968,-0.06589635892561219,-0.02676838313471541,-0.0036820658408348193,0.07650631792480267,-0.0017729409660406155,-0.00897193966779018,-0.005661569757060223,0.002154715650932737,-0.010822644178690869,0.0055211594518141316,-0.009121270118984469,-0.011576876811347505
CWE Flag Count,-0.013914594911765495,-0.012920059493272063,-0.0008159875605320923,-0.0015607382836947562,-0.0009792630875617183,-0.0006936064865200552,-0.028973374479067893,-0.009134503073240798,-0.03272535811923176,-0.0271270249026991,-0.02862346519632907,-0.013006486525644156,-0.025059723008242944,-0.027445395016224342,-0.002352391009359339,-0.000995402921751525,-0.008014010729381266,-0.008067003417728412,-0.011782222377334861,-0.006689785861284679,-0.012491427632290797,-0.008467870692453479,-0.009353286253716838,-0.011315264316514351,-0.006951604878118207,-0.009598647676975554,-0.005643696250382378,-0.008308338729914308,-0.00823992624986231,-0.0029643142650021253,0.17043065231573143,1.0,-0.0008784252400242289,-0.00181379576750669,-0.0012402016422575087,0.000618111307688552,-0.009326618054816084,-0.033637211494377005,-0.0295587230697521,-0.03278688610276855,-0.021968899976287374,-0.001518146793422752,0.17043065231573143,-0.020097823571233686,0.006325687164225717,-0.019312929321336155,0.21402448479511857,1.0,-0.020097823571233686,-0.021689182976444323,-0.03195356769958719,-0.03272535811923176,-0.025059723008242944,-0.0008159875605320923,-0.0009792630875617183,-0.0015607382836947562,-0.0006936064865200552,0.015343524308324476,-0.013341575022930026,-0.000793136500413766,0.07663052499279271,-0.0027567260033532796,-0.0019202147650116863,-0.002978784345451724,-0.0023819195868635093,-0.010230394546333009,-0.0038153491986338112,-0.010454111039081483,-0.009867746095585148
ECE Flag Count,-0.28156714352783396,-0.05346431218214665,-0.015277011682675435,0.0008104800160952928,-0.012872029980364031,-0.0019772891897337458,0.339048447598803,-0.18484015914138588,0.331198477944619,0.40411671403404276,0.3497637812225618,-0.26319122342989376,0.2634781343024798,0.43048428882185447,0.01588720098091771,-0.03941996149481869,-0.15830863379570645,-0.044473638680390795,-0.12457276905426783,-0.1481693578730356,-0.053196918207477864,-0.1559843962418043,-0.012049142755132058,-0.12601790062081167,-0.15323506262788028,0.05036416968471356,-0.04775533486714704,0.01866415308180003,0.013084617418281756,-0.05591118701484165,-0.11792376135486238,-0.020097823571233686,-0.015325651446320978,-0.0012928663066221044,-0.034392343700018625,-0.031085168218721888,-0.18872767918304514,0.44297529316295814,0.28648056052424337,0.4679406713764515,0.35734320291692573,-0.030720280309313838,-0.11792376135486238,1.0,0.5966982939647465,-0.39080450251309407,-0.09390431936080869,-0.020097823571233686,1.0,0.06407315764170113,0.2830433517393153,0.331198477944619,0.2634781343024798,-0.015277011682675435,-0.012872029980364033,0.0008104800160952933,-0.0019772891897337453,0.42807433480215856,0.34991228227389903,-0.01531633960083109,-0.02442906455923078,-0.033068317874960056,-0.022707100929942783,-0.032322410865823596,-0.027730967930423574,-0.09298406480141821,-0.03533558404068338,-0.0973173254547811,-0.0897184242074925
